package,common,same_func_diff_content,unique_fedora,unique_other,has_patch,patch_count
python-itsdangerous,0,0,0,0,0,0
tre,7,0,1,1,1,9
python-zope-event,0,0,0,0,0,0
perl-libxml-perl,0,0,0,0,0,0
sharutils,4,0,1,0,1,5
python-setuptools_git,0,0,0,0,0,0
texi2html,2,0,0,0,1,2
hunspell-smj,0,0,0,0,0,0
liberation-fonts,0,0,0,0,0,0
libunistring,0,0,0,0,0,0
perl-json-pp,0,0,0,0,0,0
r-ellipsis,0,0,0,0,0,0
perl-text-aligner,0,0,0,0,0,0
libdbusextended-qt5,0,0,0,0,0,0
python-dasbus,0,0,0,0,0,0
perl-extutils-parsexs,0,0,1,0,1,1
sdparm,0,0,0,0,0,0
perl-local-lib,0,0,0,0,0,0
rubygem-httpclient,0,0,0,0,0,0
perl-net-dns-resolver-programmable,0,0,0,0,0,0
ephemeral-port-reserve,0,0,0,0,0,0
python-yaql,0,0,1,1,1,2
python-typing-inspect,0,0,0,0,0,0
meanwhile,0,0,1,0,1,1
jakarta-el,0,0,0,0,0,0
perl-hook-lexwrap,0,0,0,0,0,0
python-pysocks,0,0,0,0,0,0
perl-test-most,0,0,0,0,0,0
gtksourceview3,0,0,1,0,1,1
python-pickleshare,0,0,0,0,0,0
libdbusmenu,1,0,0,0,1,1
rubygem-thor,3,0,0,0,1,3
ypbind,1,0,1,1,1,3
python-memcached,0,0,0,1,1,1
automake,0,0,7,1,1,8
kde-filesystem,0,0,0,0,0,0
pax,2,0,5,0,1,7
perl-xml-libxml-prettyprint,0,0,1,0,1,1
wsmancli,1,0,0,0,1,1
uthash,0,0,0,0,0,0
perl-test-needs,0,0,0,0,0,0
hyphen-ro,0,0,0,0,0,0
libxinerama,0,0,0,0,0,0
hunspell-ky,0,0,0,0,0,0
perl-encode-imaputf7,0,0,1,0,1,1
hunspell-ht,0,0,0,0,0,0
perl-test-regexp,0,0,0,0,0,0
perl-unicode-utf8,0,0,0,0,0,0
netsniff-ng,0,0,0,0,0,0
perl-extutils-pkgconfig,0,0,0,0,0,0
python-httpx,0,0,0,0,0,0
hyphen-lt,0,0,1,0,1,1
perl-file-path,0,0,0,0,0,0
python-rfc3987,0,0,0,0,0,0
perl-extutils-depends,0,0,0,0,0,0
perl-json-xs,0,0,0,0,0,0
perl-ffi-checklib,0,0,0,0,0,0
libmd,0,0,0,0,0,0
quilt,0,0,2,0,1,2
libvorbis,0,0,0,0,0,0
python-psycopg2,0,0,2,0,1,2
libsndfile,2,0,0,1,1,3
orocos-kdl,2,0,0,0,1,2
hunspell-be,0,0,0,0,0,0
python-varlink,0,0,0,0,0,0
perl-test-pod-coverage,0,0,0,0,0,0
libid3tag,0,0,1,1,1,2
i3,0,0,1,0,1,1
python-should_dsl,0,0,0,0,0,0
google-droid-fonts,0,0,0,0,0,0
ps_mem,0,0,0,0,0,0
libiptcdata,0,0,0,0,0,0
erlang-neotoma,0,0,0,0,0,0
mod_auth_gssapi,0,0,0,0,0,0
libaccounts-glib,0,0,0,0,0,0
libmbim,0,0,0,0,0,0
qcoro,0,0,0,0,0,0
gnome-themes-extra,0,0,0,0,0,0
perl-digest,0,0,0,0,0,0
perl-module-install-autolicense,0,0,1,0,1,1
ucs-miscfixed-fonts,0,0,0,0,0,0
rubygem-contracts,0,0,0,0,0,0
perl-archive-tar,0,0,1,0,1,1
python-pycdlib,0,0,0,0,0,0
openslp,6,1,0,9,1,16
gflags,0,0,1,0,1,1
libconfuse,1,0,0,0,1,1
tftp,10,0,4,2,1,16
r-labeling,0,0,0,0,0,0
hfsplus-tools,3,0,0,0,1,3
libwnck,0,0,0,0,0,0
bison,0,0,0,1,1,1
openssl-pkcs11,0,0,3,0,1,3
nvmetcli,12,0,0,0,1,12
perl-net-daemon,0,0,0,0,0,0
hwinfo,0,0,0,1,1,1
libraw1394,0,0,0,0,0,0
lohit-bengali-fonts,0,0,0,1,1,1
mhash,10,0,1,0,1,11
rubygem-importmap-rails,0,0,0,0,0,0
python-charset-normalizer,0,0,0,0,0,0
lato-fonts,0,0,0,0,0,0
rubygem-cucumber-create-meta,0,0,0,0,0,0
qgnomeplatform,0,0,0,0,0,0
gnome-color-manager,0,0,1,0,1,1
python-junitxml,0,0,0,0,0,0
perl-ipc-cmd,0,0,1,0,1,1
icoutils,1,0,0,0,1,1
libdaemon,0,0,0,1,1,1
lohit-gujarati-fonts,0,0,0,0,0,0
perl-strictures,0,0,0,0,0,0
perl-package-stash,0,0,0,0,0,0
perl-config-any,0,0,0,0,0,0
catch1,1,0,0,0,1,1
hunspell-mt,0,0,0,0,0,0
python-editor,0,0,0,0,0,0
rubygem-websocket-extensions,1,0,0,0,1,1
lua,4,0,2,0,1,6
bc,0,0,3,0,1,3
hunspell-dsb,0,0,0,0,0,0
options,0,0,0,0,0,0
perl-module-package,1,0,0,0,1,1
vo-amrwbenc,0,0,0,0,0,0
perl-xml-namespacesupport,0,0,0,0,0,0
wqy-microhei-fonts,0,0,0,0,0,0
python-zc-lockfile,0,0,0,0,0,0
redland,0,0,1,2,1,3
perl-font-ttf,0,0,0,0,0,0
r-testit,0,0,0,0,0,0
python-breathe,0,0,0,0,0,0
gsound,0,0,0,0,0,0
hunspell-et,0,0,0,0,0,0
perl-io-pipely,0,0,0,0,0,0
hunspell-br,0,0,0,0,0,0
b43-tools,2,0,1,1,1,4
mecab,0,0,0,0,0,0
python-xlsxwriter,0,0,0,0,0,0
python-outcome,0,0,0,0,0,0
perl-sql-statement,0,0,0,0,0,0
argon2,0,0,0,2,1,2
totem,0,0,1,0,1,1
tar,8,0,0,2,1,10
pakchois,0,0,0,0,0,0
perl-devel-symdump,0,0,0,0,0,0
psacct,1,0,4,0,1,5
apr-util,0,0,9,0,1,9
libedit,0,0,0,0,0,0
babeltrace,0,0,1,0,1,1
perl-devel-caller,0,0,0,0,0,0
procinfo,16,0,0,0,1,16
spice-gtk,0,0,0,0,0,0
perl-psgi,0,0,0,0,0,0
decentxml,0,0,0,0,0,0
graphite2,0,0,2,0,1,2
libspf2,1,0,2,0,1,3
perl-guard,0,0,0,0,0,0
hunspell-eu,0,0,0,0,0,0
r-bit,0,0,0,0,0,0
libxrandr,0,0,0,0,0,0
dblatex,5,0,0,0,1,5
python-tomli,0,0,0,0,0,0
perl-b-lint,1,0,0,0,1,1
xfce4-smartbookmark-plugin,0,0,1,0,1,1
xml-commons-apis,0,0,0,0,0,0
hyphen-fa,0,0,1,0,1,1
dcraw,5,0,0,0,1,5
perl-inc-latest,0,0,0,0,0,0
qt,45,1,10,12,1,68
python-ntlm-auth,0,0,0,0,0,0
libmspack,0,0,0,0,0,0
perl-parse-yapp,0,0,0,0,0,0
rsyslog,0,0,0,10,1,10
ocaml-csexp,0,0,1,0,1,1
clutter,0,0,0,0,0,0
docbook-style-dsssl,0,0,0,0,0,0
python-zake,0,0,0,0,0,0
python-dateutil,0,0,2,0,1,2
r-runit,1,0,0,0,1,1
bcache-tools,0,0,8,0,1,8
adcli,0,0,0,0,0,0
perl-file-fetch,0,0,0,0,0,0
crash-trace-command,2,0,0,3,1,5
luksmeta,3,0,0,0,1,3
libmediaart,0,0,0,1,1,1
hyphen-sk,0,0,0,0,0,0
lutok,0,0,0,0,0,0
python-mdurl,0,0,0,0,0,0
amanda,5,0,3,0,1,8
ongres-scram,0,0,0,0,0,0
perl-module-install-manifestskip,0,0,0,0,0,0
perl-color-library,1,0,0,0,1,1
hunspell-mi,0,0,0,0,0,0
r-plogr,0,0,0,0,0,0
perl-term-cap,0,0,0,0,0,0
alsa-firmware,0,0,0,0,0,0
perl-class-data-inheritable,0,0,0,0,0,0
libxv,0,0,0,0,0,0
perl-cpan-meta,0,0,0,0,0,0
hunspell-th,0,0,0,0,0,0
lklug-fonts,0,0,0,0,0,0
metslib,3,0,0,0,1,3
libosinfo,0,0,1,0,1,1
perl-devel-hide,0,0,0,0,0,0
perl-unicode-collate,0,0,0,0,0,0
perl-file-homedir,0,0,0,0,0,0
tomcat-taglibs-parent,0,0,0,0,0,0
openbox,1,0,2,0,1,3
hunspell-hr,0,0,0,0,0,0
libdbi,0,0,1,0,1,1
pyqt4,2,0,4,0,1,6
hunspell-yi,0,0,0,0,0,0
gubbi-fonts,0,0,0,0,0,0
r-ascii,0,0,0,0,0,0
usbutils,0,0,0,0,0,0
python-pydbus,3,0,0,0,1,3
perl-net-cidr-lite,0,0,0,0,0,0
libcutl,1,0,0,0,1,1
dhcp,27,0,3,24,1,54
gnome-dictionary,0,0,1,2,1,3
lcms2,0,0,0,0,0,0
hunspell-sr,0,0,0,0,0,0
perl-cpan-common-index,0,0,0,0,0,0
python-tenacity,0,0,0,0,0,0
libogg,0,0,0,0,0,0
libxcrypt,0,0,5,2,1,7
python-requests-ftp,4,0,1,0,1,5
gnome-common,0,0,0,0,0,0
iptraf-ng,0,0,0,4,1,4
lohit-tamil-fonts,0,0,0,0,0,0
xorg-x11-drv-libinput,1,0,0,0,1,1
httpry,0,0,0,0,0,0
python-xstatic-d3,0,0,0,0,0,0
xcb-util,0,0,0,0,0,0
bamf,0,0,0,0,0,0
hunspell-te,0,0,0,0,0,0
cdparanoia,6,0,1,0,1,7
glade,0,0,0,0,0,0
hunspell-ku,0,0,0,0,0,0
udisks2,0,0,4,0,1,4
python-watchdog,0,0,0,0,0,0
perl-devel-globaldestruction,0,0,0,0,0,0
perl-convert-asn1,1,0,0,0,1,1
python-passlib,0,0,0,0,0,0
expect,13,0,5,0,1,18
bzip2,0,0,4,3,1,7
perl-bssolv,0,0,0,0,0,0
python-deprecated,0,0,0,0,0,0
rubygem-mustache,1,0,0,0,1,1
dpdk,0,0,0,46,1,46
i3blocks,0,0,0,0,0,0
realmd,0,0,6,1,1,7
rubygem-mustermann,2,0,0,0,1,2
libthai,0,0,1,0,1,1
qt-assistant-adp,1,0,0,0,1,1
librevenge,0,0,0,0,0,0
perl-tk,2,0,7,0,1,9
r-showtextdb,1,0,0,0,1,1
hunspell-km,0,0,0,0,0,0
keepalived,0,0,0,0,0,0
python-baluhn,0,0,0,0,0,0
hunspell-am,0,0,0,0,0,0
sil-scheherazade-fonts,0,0,0,0,0,0
setroubleshoot-plugins,1,0,2,0,1,3
leveldb,5,0,0,0,1,5
scl-utils,3,0,2,1,1,6
python-markdown-it-py,0,0,0,1,1,1
python-pycodestyle,0,0,0,0,0,0
nodejs-replace-require-self,0,0,0,0,0,0
xorg-x11-xbitmaps,0,0,0,0,0,0
bam,0,0,0,0,0,0
python-isodate,0,0,0,0,0,0
sdl_sound,0,0,0,0,0,0
hunspell-ms,0,0,0,0,0,0
cyrus-sasl,0,0,16,2,1,18
cppunit,0,0,1,0,1,1
geoip-geolite-data,0,0,0,0,0,0
libeasyfc,0,0,1,0,1,1
sbc,0,0,0,0,0,0
hyphen-sl,0,0,0,0,0,0
perl-unicode-eastasianwidth,0,0,0,1,1,1
python-jwt,0,0,0,0,0,0
xorg-x11-drv-evdev,0,0,0,0,0,0
perl-encode-detect,0,0,0,0,0,0
ykpers,1,0,0,0,1,1
python-django-debreach,0,0,0,0,0,0
pam_krb5,1,0,0,0,1,1
hunspell-kn,0,0,0,0,0,0
perl-mail-sender,0,0,0,0,0,0
perl-ole-storage_lite,0,0,0,0,0,0
perl-xml-dom,0,0,0,0,0,0
sblim-sfcb,6,0,5,2,1,13
perl-io-stringy,0,0,0,0,0,0
perl-b-debug,0,0,0,0,0,0
python-funcsigs,0,0,1,0,1,1
perl-file-which,0,0,0,0,0,0
python-behave,2,0,2,2,1,6
libuser,0,0,1,1,1,2
hunspell-mai,0,0,0,0,0,0
perl-perlio-utf8_strict,0,0,0,0,0,0
libevent,2,0,2,8,1,12
libdmx,0,0,0,0,0,0
proftpd,4,0,6,4,1,14
antlr,1,0,1,1,1,3
python-xstatic-patternfly-bootstrap-treeview,0,0,0,0,0,0
r-auc,0,0,0,0,0,0
autoconf213,12,0,0,0,1,12
libnma,1,0,0,1,1,2
python-requestsexceptions,0,0,0,0,0,0
dbus-glib,0,0,0,0,0,0
python-url-normalize,0,0,0,1,1,1
python-pecan,0,0,0,0,0,0
lohit-assamese-fonts,0,0,0,0,0,0
perl-dbd-mariadb,0,0,1,0,1,1
python-ldap3,0,0,1,0,1,1
perl-string-crc32,0,0,0,0,0,0
python-configshell,0,0,0,0,0,0
perl-ipc-sysv,0,0,0,0,0,0
geoip,0,0,0,0,0,0
python-qrcode,1,0,2,0,1,3
nss-altfiles,0,0,2,0,1,2
obs-service-extract_file,0,0,0,0,0,0
d-feet,0,0,1,1,1,2
gnome-screenshot,1,0,0,0,1,1
xz-java,0,0,0,0,0,0
gtkspell3,0,0,0,0,0,0
python-scrypt,0,0,0,0,0,0
hunspell-ur,0,0,0,0,0,0
perl-menlo,0,0,0,0,0,0
python-schedutils,0,0,0,0,0,0
python-absl-py,0,0,0,0,0,0
unique,3,0,0,0,1,3
hunspell-sq,0,0,0,0,0,0
libbonobo,3,0,0,0,1,3
brasero,0,0,1,0,1,1
python-hypothesis-fspaths,0,0,0,0,0,0
hunspell-lb,0,0,0,0,0,0
cairomm,0,0,0,0,0,0
python-warlock,0,0,0,0,0,0
mecab-jumandic,0,0,0,0,0,0
perl-test-indistdir,0,0,0,0,0,0
tinyxml2,0,0,0,0,0,0
keyrings-filesystem,0,0,0,0,0,0
chmlib,6,0,0,0,1,6
setserial,5,0,3,0,1,8
perl-perlio-via-quotedprint,0,0,0,0,0,0
vte,9,0,1,2,1,12
python-cson,0,0,0,0,0,0
packagekit-qt,0,0,2,0,1,2
julietaula-montserrat-fonts,0,0,0,0,0,0
r-prettyunits,0,0,0,0,0,0
python-ldappool,0,0,2,0,1,2
python-rjsmin,0,0,0,0,0,0
pngquant,0,0,1,0,1,1
libmpris-qt5,0,0,0,0,0,0
xorg-x11-drv-amdgpu,0,0,0,0,0,0
festival-freebsoft-utils,0,0,0,0,0,0
python-cfgv,0,0,0,0,0,0
perl-html-form,0,0,0,0,0,0
hunspell-da,0,0,0,0,0,0
libcdio,1,0,1,1,1,3
libtheora,3,0,0,0,1,3
startup-notification,0,0,0,0,0,0
ocaml-libvirt,0,0,0,0,0,0
bogofilter,0,0,0,0,0,0
perl-lwp-mediatypes,0,0,0,0,0,0
osmo,0,0,0,0,0,0
dogtail,0,0,0,0,0,0
redshift,0,0,0,1,1,1
r-base64enc,0,0,0,0,0,0
perl-digest-perl-md5,0,0,0,0,0,0
gmp,0,0,2,0,1,2
kyua,0,0,0,0,0,0
hunspell-mos,0,0,0,0,0,0
ldns,0,0,2,0,1,2
netpbm,17,0,2,1,1,20
figlet,0,0,0,2,1,2
hunspell-ti,0,0,0,0,0,0
perl-mldbm,0,0,0,0,0,0
hyphen-pl,0,0,0,0,0,0
r-prettycode,0,0,0,0,0,0
hunspell-as,0,0,0,0,0,0
libecap,0,0,0,2,1,2
python-testpath,0,0,0,0,0,0
libuvc,0,0,0,0,0,0
tesseract-tessdata,0,0,0,0,0,0
r-bh,0,0,0,0,0,0
scap-workbench,4,0,1,0,1,5
mousetweaks,0,0,0,1,1,1
perl-file-read,0,0,0,0,0,0
python-httpretty,1,0,4,2,1,7
audiofile,2,1,8,5,1,16
virt-manager,0,0,2,4,1,6
python-deprecation,0,0,0,0,0,0
dumb-init,1,0,0,0,1,1
navilu-fonts,0,0,0,0,0,0
low-memory-monitor,0,0,0,0,0,0
fcitx-sunpinyin,0,0,0,0,0,0
maven-native,0,0,0,0,0,0
perl-universal-require,0,0,1,0,1,1
univocity-parsers,0,0,1,0,1,1
python-jsonpath-rw-ext,0,0,0,0,0,0
python-logbook,0,0,0,0,0,0
m17n-lib,0,0,1,0,1,1
hyphen-nl,0,0,0,0,0,0
perl-text-csv,0,0,0,0,0,0
hyphen-pa,0,0,0,0,0,0
perl-pkgconfig-libpkgconf,2,0,0,0,1,2
rubygem-chronic,0,0,1,0,1,1
libopenraw,0,0,0,0,0,0
bridge-utils,0,0,0,2,1,2
malcontent,0,0,0,0,0,0
libgdata,0,0,1,0,1,1
vinagre,1,0,3,3,1,7
python-flask-session,0,0,1,0,1,1
cunit,0,0,0,0,0,0
google-roboto-slab-fonts,0,0,0,0,0,0
libtiff,3,0,1,2,1,6
python-asttokens,0,0,0,0,0,0
rubygem-sd_notify,0,0,0,0,0,0
fakechroot,0,0,2,5,1,7
xfce4-datetime-plugin,0,0,0,0,0,0
libdazzle,0,0,0,0,0,0
gtk-murrine-engine,1,0,1,0,1,2
sox,12,0,1,7,1,20
rubygem-kramdown-parser-gfm,1,0,0,0,1,1
rubygem-rack,0,0,1,8,1,9
jpegoptim,0,0,0,0,0,0
perl-text-soundex,0,0,0,0,0,0
perl-list-someutils,0,0,0,0,0,0
htmlcxx,0,0,0,0,0,0
perl-db_file,0,0,0,0,0,0
python-sphinxcontrib-github-alt,0,0,0,0,0,0
py3c,0,0,0,0,0,0
intltool,3,0,0,0,1,3
wqy-zenhei-fonts,0,0,0,0,0,0
i2c-tools,0,0,0,0,0,0
papi,0,0,3,2,1,5
python-augeas,1,0,0,0,1,1
sblim-sfcc,0,0,3,0,1,3
libmikmod,3,0,1,0,1,4
colm,1,0,0,2,1,3
r-rstudioapi,0,0,0,0,0,0
python-authres,0,0,0,0,0,0
python-opentracing,1,0,1,0,1,2
rubygem-open4,0,0,1,0,1,1
python-jsonpath-rw,0,0,0,0,0,0
perl-xml-regexp,0,0,0,0,0,0
mtdev,0,0,0,0,0,0
perl-http-tiny,0,0,1,0,1,1
libreswan,0,0,1,0,1,1
argus,2,0,1,0,1,3
git-tools,0,0,0,0,0,0
dbus-c++,6,0,0,0,1,6
ntfs-3g,1,0,0,2,1,3
gtk2,2,0,8,2,1,12
libmnl,0,0,0,0,0,0
python-uritemplate,0,0,0,0,0,0
twolame,0,0,0,0,0,0
t1utils,0,0,0,0,0,0
perl-module-pluggable,0,0,0,0,0,0
perl-log-dispatch-filerotate,0,0,0,0,0,0
boost,1,1,10,3,1,15
perl-pod-spell,0,0,0,0,0,0
python-dockerpty,0,0,0,0,0,0
flite,2,0,0,0,1,2
libcue,0,0,0,0,0,0
python-xcffib,0,0,0,0,0,0
xcb-util-cursor,0,0,0,0,0,0
procenv,0,0,0,0,0,0
python-websockets,0,0,0,0,0,0
xfce4-places-plugin,0,0,0,0,0,0
libgringotts,1,0,0,0,1,1
libxxf86dga,0,0,0,0,0,0
input-pad,0,0,0,0,0,0
libfastjson,0,0,0,0,0,0
ruby-augeas,0,0,1,0,1,1
patchutils,0,0,0,0,0,0
python-pytest-httpbin,0,0,0,0,0,0
hunspell-nr,0,0,0,0,0,0
lua-filesystem,0,0,0,0,0,0
hyphen-as,0,0,0,0,0,0
lksctp-tools,0,0,8,0,1,8
rubygem-rails-controller-testing,1,0,0,0,1,1
acpid,1,0,0,0,1,1
nss_nis,0,0,0,0,0,0
python-docopt,1,0,0,0,1,1
python-grpcio-gcp,0,0,0,0,0,0
perl-socket-msghdr,0,0,0,0,0,0
libxcomposite,0,0,0,0,0,0
python-fqdn,0,0,0,0,0,0
libnetfilter_conntrack,0,0,1,1,1,2
sil-abyssinica-fonts,0,0,0,0,0,0
rubygem-turbolinks-source,0,0,0,0,0,0
cdrkit,21,0,0,0,1,21
libpng,2,0,0,0,1,2
psiconv,3,0,0,0,1,3
paktype-naqsh-fonts,0,0,0,0,0,0
python-kitchen,1,0,0,0,1,1
xfce4-vala,0,0,0,1,1,1
libxft,0,0,1,0,1,1
hyphen-mn,1,0,0,0,1,1
r-brio,0,0,0,0,0,0
perl-event,0,0,0,0,0,0
mecab-ipadic,0,0,0,0,0,0
gupnp-igd,0,0,0,0,0,0
bind-dyndb-ldap,8,0,2,0,1,10
python-isoduration,0,0,0,0,0,0
perl-pod-coverage,1,0,0,0,1,1
ipvsadm,1,0,0,0,1,1
perl-log-dispatch,0,0,0,0,0,0
mtx,2,0,0,0,1,2
hunspell-xh,0,0,0,0,0,0
hyphen-sv,0,0,0,0,0,0
libgnomeui,1,0,1,0,1,2
libxvmc,0,0,0,0,0,0
mailcap,0,0,0,0,0,0
python-toml,0,0,0,0,0,0
maliit-keyboard,1,0,0,0,1,1
fcitx-configtool,0,0,0,0,0,0
tinyxml,0,0,2,2,1,4
python-strict-rfc3339,0,0,0,0,0,0
libxscrnsaver,0,0,0,0,0,0
zsh,0,0,8,1,1,9
r-lmodel2,0,0,0,0,0,0
python-atomicwrites,0,0,0,0,0,0
rapidjson,2,0,7,0,1,9
libcanberra,0,0,1,0,1,1
yelp,1,0,0,0,1,1
perl-dbd-sqlite,0,0,3,0,1,3
python-livereload,0,0,0,0,0,0
amtk,0,0,0,0,0,0
libgxim,1,0,0,0,1,1
perl-test-file-contents,0,0,0,0,0,0
gnome-doc-utils,1,1,1,1,1,4
python-setproctitle,0,0,0,0,0,0
perl-specio,0,0,0,0,0,0
rubygem-webrick,0,0,0,1,1,1
ebook-tools,1,0,0,0,1,1
hyphen-hsb,1,0,0,0,1,1
apache-commons-lang3,0,0,1,0,1,1
hyphen-sa,0,0,1,0,1,1
fstrm,4,0,0,0,1,4
python-trustme,0,0,1,0,1,1
cairo,0,0,1,0,1,1
python-pycryptodomex,1,0,0,0,1,1
r-sourcetools,0,0,0,0,0,0
telepathy-glib,1,0,1,0,1,2
pyusb,0,0,0,0,0,0
perl-html-scrubber,0,0,0,0,0,0
python-beaker,1,0,2,0,1,3
perl-crypt-openssl-bignum,0,0,0,0,0,0
rubygem-concurrent-ruby,0,0,0,0,0,0
python-xstatic-jsencrypt,0,0,0,0,0,0
perl-pod-usage,0,0,0,0,0,0
